trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,is_circular_trip,datetime,sched_dep_datetime,sched_arr_datetime,hour,day_name,is_weekend,month,week_of_year,time_of_day_bucket,total_delay,delay_change,is_early_departure,is_early_arrival,trip_duration_scheduled,severe_delay,transport_type_enc,weather_condition_enc,event_type_enc,season_enc,weather_severity_index,feels_like_impact,event_impact_score,congestion_weather_combo,station_avg_dep_delay,station_delay_rate,route_avg_delay,route_delay_rate,actual_departure_delay_min_z,actual_arrival_delay_min_z,temperature_C_z,humidity_percent_z,wind_speed_kmh_z,precipitation_mm_z,event_attendance_est_z,traffic_congestion_index_z,total_delay_z,delay_change_z,trip_duration_scheduled_z,weather_severity_index_z,feels_like_impact_z,event_impact_score_z,congestion_weather_combo_z,actual_departure_delay_min_mm,actual_arrival_delay_min_mm,temperature_C_mm,humidity_percent_mm,wind_speed_kmh_mm,precipitation_mm_mm,event_attendance_est_mm,traffic_congestion_index_mm,total_delay_mm,delay_change_mm,trip_duration_scheduled_mm,weather_severity_index_mm,feels_like_impact_mm,event_impact_score_mm,congestion_weather_combo_mm
T00975,2023-01-11,08:45:00,Train,Route_20,Station_17,Station_16,08:46:00,09:06:00,10,27,Cloudy,7,31,34,2.8,None,5000,22,0,0,2,Autumn,1,0,2023-01-11T03:15:00Z,2023-01-11T03:16:00Z,2023-01-11T03:36:00Z,8,Wednesday,0,1,2,Morning,37,17,0,0,20,1,3,2,0,4,0.2289,2.38,110,5.0358,8.95,85.45,13.46,75.26,0.2093,1.4728,-0.7075,-1.658,0.2722,-1.2213,1.9237,-0.9664,1.3424,1.1002,-1.4993,-1.0665,-0.4299,0.3958,-0.9932,0.5714,0.9375,0.3,0.0145,0.5763,0.14,1,0.2222,0.7885,0.7358,0.093,0.2248,0.2248,0.2222,0.0538
T00976,2023-01-11,09:00:00,Metro,Route_6,Station_43,Station_34,09:01:00,09:38:00,15,8,Fog,2.3,71,26,16.3,Concert,0,11,0,0,2,Autumn,1,0,2023-01-11T03:30:00Z,2023-01-11T03:31:00Z,2023-01-11T04:08:00Z,9,Wednesday,0,1,2,Morning,23,-7,0,0,37,0,2,3,1,4,0.458,0.598,0,5.038,8.29,66.67,13.84,76.29,1.007,-0.5725,-1.1169,0.3091,-0.1912,1.1138,-0.6329,-1.3428,0.089,-1.0344,-3e-4,0.0482,-0.8148,-0.5248,-0.9931,0.8095,0.3438,0.1825,0.5942,0.4407,0.815,0,0.1111,0.5192,0.283,0.4884,0.457,0.1482,0,0.0538
T00977,2023-01-11,09:15:00,Metro,Route_10,Station_32,Station_29,09:17:00,09:54:00,0,26,Rain,12.8,63,54,11.1,Festival,0,57,0,0,2,Autumn,1,0,2023-01-11T03:45:00Z,2023-01-11T03:47:00Z,2023-01-11T04:24:00Z,9,Wednesday,0,1,2,Morning,26,26,0,0,37,1,2,4,2,4,0.4965,6.912,0,28.3005,9.04,73.47,11.81,70.93,-1.3861,1.3652,-0.2022,-0.0843,1.4307,0.2144,-0.6329,0.2312,0.3576,1.9006,-3e-4,0.2355,0.549,-0.5248,0.3295,0.0952,0.9062,0.445,0.4783,0.9153,0.555,0,0.5758,0.5769,0.9057,0.4884,0.496,0.4196,0,0.3021
T00978,2023-01-11,09:30:00,Metro,Route_10,Station_42,Station_19,09:31:00,10:18:00,-2,2,Rain,4.8,50,40,0.1,Festival,0,76,0,0,2,Summer,0,0,2023-01-11T04:00:00Z,2023-01-11T04:01:00Z,2023-01-11T04:48:00Z,9,Wednesday,0,1,2,Morning,0,4,1,0,47,0,2,4,2,3,0.2054,1.92,0,15.6104,9.83,75,11.81,70.93,-1.7051,-1.2183,-0.8991,-0.7236,0.6198,-1.6883,-0.6329,0.8813,-1.9702,-0.056,0.8814,-1.1808,-0.5292,-0.5248,-0.392,0,0.1562,0.245,0.2899,0.678,0.005,0,0.7677,0.0769,0.4906,0.7209,0.201,0.205,0,0.1667
T00979,2023-01-11,09:45:00,Train,Route_13,Station_14,Station_23,09:49:00,10:10:00,12,11,Fog,16.1,73,43,10.4,Concert,5000,20,0,0,2,Autumn,1,0,2023-01-11T04:15:00Z,2023-01-11T04:19:00Z,2023-01-11T04:40:00Z,9,Wednesday,0,1,2,Morning,23,-1,0,0,21,0,3,3,1,4,0.4265,6.923,100,8.53,8.14,89.29,11.93,69.64,0.5284,-0.2495,0.0853,0.4075,0.7935,0.0933,1.9237,-1.0348,0.089,-0.5007,-1.4111,-0.1051,0.5514,0.3121,-0.7946,0.6667,0.4375,0.5275,0.6232,0.7288,0.52,1,0.202,0.5192,0.3962,0.1163,0.4251,0.4201,0.202,0.0911
T00980,2023-01-11,10:00:00,Metro,Route_17,Station_10,Station_19,10:02:00,10:36:00,10,11,Storm,6,31,37,7.9,None,0,20,0,0,2,Autumn,1,0,2023-01-11T04:30:00Z,2023-01-11T04:32:00Z,2023-01-11T05:06:00Z,10,Wednesday,0,1,2,Morning,21,1,0,0,34,0,2,6,0,4,0.6461,2.22,0,12.922,7.53,77.5,13.47,78.18,0.2093,-0.2495,-0.7946,-1.658,0.446,-0.3391,-0.6329,-1.0348,-0.0901,-0.3228,-0.2648,0.9633,-0.4644,-0.5248,-0.5449,0.5714,0.4375,0.275,0.0145,0.6271,0.395,0,0.202,0.4808,0.434,0.4186,0.6476,0.2179,0,0.138
T00981,2023-01-11,10:15:00,Metro,Route_9,Station_47,Station_25,10:16:00,10:59:00,2,12,Storm,29.6,88,18,5.9,Protest,0,92,0,0,2,Autumn,1,0,2023-01-11T04:45:00Z,2023-01-11T04:46:00Z,2023-01-11T05:29:00Z,10,Wednesday,0,1,2,Morning,14,10,0,0,43,0,2,6,4,4,0.5095,5.328,0,46.874,8.43,70.59,12.83,76.24,-1.067,-0.1419,1.2613,1.1451,-0.6546,-0.6851,-0.6329,1.4287,-0.7168,0.4776,0.5287,0.2987,0.2069,-0.5248,1.3854,0.1905,0.4688,0.865,0.8406,0.3051,0.295,0,0.9293,0.3462,0.6038,0.6279,0.5092,0.3515,0,0.5004
T00982,2023-01-11,10:30:00,Metro,Route_17,Station_36,Station_16,10:30:00,11:27:00,10,16,Rain,19.3,45,47,15.4,Protest,0,92,0,0,2,Winter,1,0,2023-01-11T05:00:00Z,2023-01-11T05:00:00Z,2023-01-11T05:57:00Z,10,Wednesday,0,1,2,Morning,26,6,0,0,57,1,2,4,4,1,0.5468,9.071,0,50.3056,9.11,78.95,13.47,78.18,0.2093,0.2887,0.364,-0.9695,1.0252,0.9581,-0.6329,1.4287,0.3576,0.1218,1.7632,0.4802,1.0153,-0.5248,1.5805,0.5714,0.5938,0.6075,0.2174,0.7966,0.77,0,0.9293,0.5769,0.5283,0.9535,0.547,0.5124,0,0.5371
T00983,2023-01-11,10:45:00,Bus,Route_9,Station_34,Station_9,10:45:00,11:08:00,19,9,Storm,-5,49,52,18,Protest,0,90,0,0,2,Spring,1,0,2023-01-11T05:15:00Z,2023-01-11T05:15:00Z,2023-01-11T05:38:00Z,10,Wednesday,0,1,2,Morning,28,-10,0,0,23,0,1,6,4,2,0.9242,-2.6,0,83.178,9.57,71.43,12.83,76.24,1.6452,-0.4648,-1.7528,-0.7728,1.3148,1.4078,-0.6329,1.3603,0.5366,-1.3012,-1.2347,2.3164,-1.5055,-0.5248,3.4495,1,0.375,0,0.2754,0.8814,0.9,0,0.9091,0.6154,0.2264,0.1628,0.9295,0.0107,0,0.888
T00984,2023-01-11,11:00:00,Metro,Route_9,Station_9,Station_1,11:04:00,11:49:00,2,27,Storm,27.2,55,54,15.3,None,2000,28,1,0,2,Autumn,1,0,2023-01-11T05:30:00Z,2023-01-11T05:34:00Z,2023-01-11T06:19:00Z,11,Wednesday,0,1,2,Morning,29,25,0,0,45,1,2,6,0,4,0.8804,14.688,56,24.6512,6.95,70.27,12.83,76.24,-1.067,1.4728,1.0522,-0.4777,1.4307,0.9408,0.3897,-0.7611,0.6262,1.8117,0.7051,2.1033,2.2285,-0.0561,0.122,0.1905,0.9375,0.805,0.3623,0.9153,0.765,0.4,0.2828,0.6346,0.8868,0.6744,0.8851,0.7539,0.1131,0.2632
T00985,2023-01-11,11:15:00,Train,Route_1,Station_42,Station_42,11:17:00,11:54:00,16,25,Snow,8.2,45,55,16.9,None,0,78,1,1,2,Autumn,1,1,2023-01-11T05:45:00Z,2023-01-11T05:47:00Z,2023-01-11T06:24:00Z,11,Wednesday,0,1,2,Morning,41,9,0,0,37,1,3,5,0,4,0.9175,4.51,0,71.565,9.83,75,13.43,73.56,1.1665,1.2575,-0.6029,-0.9695,1.4886,1.2176,-0.6329,0.9497,1.7005,0.3887,-3e-4,2.2838,0.0302,-0.5248,2.7892,0.8571,0.875,0.33,0.2174,0.9322,0.845,0,0.7879,0.8654,0.5849,0.4884,0.9227,0.3164,0,0.764
T00986,2023-01-11,11:30:00,Metro,Route_2,Station_28,Station_19,11:31:00,11:52:00,18,-1,Storm,7.8,99,31,18.2,Parade,5000,46,0,0,2,Spring,0,0,2023-01-11T06:00:00Z,2023-01-11T06:01:00Z,2023-01-11T06:22:00Z,11,Wednesday,0,1,2,Morning,17,-19,0,1,21,0,2,6,3,2,0.8214,2.418,230,37.7844,9.77,78.72,13.22,77.27,1.4856,-1.5413,-0.6378,1.6861,0.0984,1.4424,1.9237,-0.1452,-0.4482,-2.1016,-1.4111,1.8163,-0.4217,1.4,0.8687,0.9524,0.0625,0.32,1,0.5254,0.91,1,0.4646,0.4038,0.0566,0.1163,0.8253,0.2264,0.4646,0.4034
T00987,2023-01-11,11:45:00,Metro,Route_16,Station_11,Station_33,11:46:00,12:27:00,15,5,Cloudy,10.3,52,45,18.3,Parade,0,11,0,1,2,Spring,0,0,2023-01-11T06:15:00Z,2023-01-11T06:16:00Z,2023-01-11T06:57:00Z,11,Wednesday,0,1,2,Morning,20,-10,0,0,41,0,2,2,3,2,0.5946,4.635,0,6.5406,8.03,76.92,13.16,68.75,1.007,-0.8954,-0.42,-0.6252,0.9094,1.4597,-0.6329,-1.3428,-0.1796,-1.3012,0.3524,0.7128,0.0572,-0.5248,-0.9077,0.8095,0.25,0.3825,0.3188,0.7627,0.915,0,0.1111,0.4615,0.2264,0.5814,0.5954,0.3217,0,0.0698
T00988,2023-01-11,12:00:00,Train,Route_1,Station_14,Station_34,12:00:00,12:37:00,18,7,Clear,20.2,71,27,2.3,None,5000,57,0,0,2,Summer,1,0,2023-01-11T06:30:00Z,2023-01-11T06:30:00Z,2023-01-11T07:07:00Z,12,Wednesday,0,1,2,Afternoon,25,-11,0,0,37,0,3,1,0,3,0.1833,5.454,285,10.4481,8.14,89.29,13.43,73.56,1.4856,-0.6801,0.4424,0.3091,-0.1333,-1.3078,1.9237,0.2312,0.2681,-1.3901,-3e-4,-1.2884,0.2341,1.8603,-0.6855,0.9524,0.3125,0.63,0.5942,0.4576,0.115,1,0.5758,0.5577,0.2075,0.4884,0.1786,0.3569,0.5758,0.1115
T00989,2023-01-11,12:15:00,Metro,Route_10,Station_39,Station_16,12:19:00,13:00:00,19,7,Rain,12.7,66,35,9.1,Parade,0,40,0,1,2,Spring,1,0,2023-01-11T06:45:00Z,2023-01-11T06:49:00Z,2023-01-11T07:30:00Z,12,Wednesday,0,1,2,Afternoon,26,-12,0,0,41,0,2,4,3,2,0.3599,4.445,0,14.396,8.88,76.47,11.81,70.93,1.6452,-0.6801,-0.2109,0.0632,0.3301,-0.1316,-0.6329,-0.3505,0.3576,-1.479,0.3524,-0.4291,0.0162,-0.5248,-0.4611,1,0.3125,0.4425,0.5217,0.5932,0.455,0,0.404,0.5769,0.1887,0.5814,0.3576,0.3136,0,0.1537
T00990,2023-01-11,12:30:00,Train,Route_18,Station_47,Station_44,12:30:00,13:25:00,7,21,Rain,20.1,35,17,0,Sports,5000,18,0,0,2,Spring,1,0,2023-01-11T07:00:00Z,2023-01-11T07:00:00Z,2023-01-11T07:55:00Z,12,Wednesday,0,1,2,Afternoon,28,14,0,0,55,1,3,4,5,2,0.0864,3.417,90,1.5552,8.43,70.59,14.13,75.25,-0.2693,0.8269,0.4337,-1.4612,-0.7125,-1.7056,1.9237,-1.1033,0.5366,0.8334,1.5868,-1.7598,-0.2059,0.2284,-1.1911,0.4286,0.75,0.6275,0.0725,0.2881,0,1,0.1818,0.6154,0.6792,0.907,0.0804,0.2694,0.1818,0.0166
T00991,2023-01-11,12:45:00,Metro,Route_8,Station_19,Station_40,12:45:00,13:12:00,5,18,Cloudy,0.9,66,9,10.1,None,0,11,0,1,2,Winter,1,0,2023-01-11T07:15:00Z,2023-01-11T07:15:00Z,2023-01-11T07:42:00Z,12,Wednesday,0,1,2,Afternoon,23,13,0,0,27,1,2,2,0,1,0.2477,0.081,0,2.7247,7.83,75.61,13.31,74.31,-0.5884,0.504,-1.2389,0.0632,-1.1759,0.0414,-0.6329,-1.3428,0.089,0.7444,-0.882,-0.975,-0.9264,-0.5248,-1.1246,0.3333,0.6562,0.1475,0.5217,0.1525,0.505,0,0.1111,0.5192,0.6604,0.2558,0.2438,0.126,0,0.0291
T00992,2023-01-11,13:00:00,Train,Route_11,Station_15,Station_18,13:04:00,13:36:00,12,5,Clear,33.8,51,31,18.5,None,0,22,0,0,2,Summer,0,0,2023-01-11T07:30:00Z,2023-01-11T07:34:00Z,2023-01-11T08:06:00Z,13,Wednesday,0,1,2,Afternoon,17,-7,0,0,32,0,3,1,0,3,0.5274,10.478,0,11.6028,7.7,77.27,13.34,72.73,0.5284,-0.8954,1.6271,-0.6744,0.0984,1.4943,-0.6329,-0.9664,-0.4482,-1.0344,-0.4412,0.3858,1.3192,-0.5248,-0.6199,0.6667,0.25,0.97,0.3043,0.5254,0.925,0,0.2222,0.4038,0.283,0.3721,0.5273,0.5729,0,0.1239
T00993,2023-01-11,13:15:00,Metro,Route_2,Station_28,Station_34,13:17:00,14:05:00,18,16,Clear,24.2,35,17,4,None,0,4,0,0,2,Winter,1,0,2023-01-11T07:45:00Z,2023-01-11T07:47:00Z,2023-01-11T08:35:00Z,13,Wednesday,0,1,2,Afternoon,34,-2,0,0,48,1,2,1,0,1,0.1664,4.114,0,0.6656,9.77,78.72,13.22,77.27,1.4856,0.2887,0.7909,-1.4612,-0.7125,-1.0137,-0.6329,-1.5823,1.0738,-0.5897,0.9696,-1.3706,-0.0553,-0.5248,-1.2417,0.9524,0.5938,0.73,0.0725,0.2881,0.2,0,0.0404,0.7308,0.3774,0.7442,0.1614,0.2993,0,0.0071
T00994,2023-01-11,13:30:00,Metro,Route_8,Station_24,Station_25,13:31:00,14:26:00,17,17,Cloudy,5,61,11,12.8,None,5000,25,0,0,2,Spring,1,0,2023-01-11T08:00:00Z,2023-01-11T08:01:00Z,2023-01-11T08:56:00Z,13,Wednesday,0,1,2,Afternoon,34,0,0,0,55,1,2,2,0,2,0.3118,0.55,125,7.795,8.4,80,13.31,74.31,1.3261,0.3964,-0.8817,-0.1826,-1.06,0.5084,1.9237,-0.8638,1.0738,-0.4118,1.5868,-0.6632,-0.8251,0.5213,-0.8364,0.9048,0.625,0.25,0.4493,0.1864,0.64,1,0.2525,0.7308,0.4151,0.907,0.3088,0.1461,0.2525,0.0832
T00995,2023-01-11,13:45:00,Bus,Route_8,Station_8,Station_45,13:47:00,14:37:00,19,6,Fog,24,46,50,12.9,Parade,0,62,0,1,2,Autumn,1,0,2023-01-11T08:15:00Z,2023-01-11T08:17:00Z,2023-01-11T09:07:00Z,13,Wednesday,0,1,2,Afternoon,25,-13,0,0,50,0,1,3,3,4,0.5121,12,0,31.7502,9.6,66.67,13.31,74.31,1.6452,-0.7878,0.7734,-0.9203,1.199,0.5257,-0.6329,0.4022,0.2681,-1.568,1.146,0.3114,1.648,-0.5248,0.5256,1,0.2812,0.725,0.2319,0.8475,0.645,0,0.6263,0.5577,0.1698,0.7907,0.5118,0.6383,0,0.339
T00996,2023-01-11,14:00:00,Bus,Route_17,Station_43,Station_6,14:03:00,14:46:00,1,18,Fog,18,67,7,3.2,None,0,51,0,1,2,Summer,1,0,2023-01-11T08:30:00Z,2023-01-11T08:33:00Z,2023-01-11T09:16:00Z,14,Wednesday,0,1,2,Afternoon,19,17,0,0,43,1,1,3,0,3,0.0996,1.26,0,5.0796,8.29,66.67,13.47,78.18,-1.2265,0.504,0.2508,0.1124,-1.2917,-1.1521,-0.6329,0.0259,-0.2691,1.1002,0.5287,-1.6956,-0.6718,-0.5248,-0.9907,0.1429,0.6562,0.575,0.5362,0.1186,0.16,0,0.5152,0.4423,0.7358,0.6279,0.0937,0.1767,0,0.0542
T00997,2023-01-11,14:15:00,Metro,Route_15,Station_9,Station_21,14:18:00,14:38:00,-1,25,Clear,-0.6,46,32,4.8,Protest,0,9,0,0,2,Spring,1,0,2023-01-11T08:45:00Z,2023-01-11T08:48:00Z,2023-01-11T09:08:00Z,14,Wednesday,0,1,2,Afternoon,24,26,1,0,20,1,2,1,4,2,0.2587,-0.192,0,2.3283,6.95,70.27,13.99,77.68,-1.5456,1.2575,-1.3695,-0.9203,0.1564,-0.8753,-0.6329,-1.4112,0.1785,1.9006,-1.4993,-0.9215,-0.9854,-0.5248,-1.1472,0.0476,0.875,0.11,0.2319,0.5424,0.24,0,0.0909,0.5385,0.9057,0.093,0.255,0.1143,0,0.0249
T00998,2023-01-11,14:30:00,Metro,Route_17,Station_47,Station_6,14:33:00,15:11:00,3,5,Fog,2.1,66,45,9.2,Protest,5000,85,0,0,2,Spring,0,0,2023-01-11T09:00:00Z,2023-01-11T09:03:00Z,2023-01-11T09:41:00Z,14,Wednesday,0,1,2,Afternoon,8,2,0,0,38,0,2,3,4,2,0.4127,0.945,425,35.0795,8.43,70.59,13.47,78.18,-0.9074,-0.8954,-1.1343,0.0632,0.9094,-0.1143,1.9237,1.1892,-1.254,-0.2339,0.0879,-0.1722,-0.7398,3.0319,0.7149,0.2381,0.25,0.1775,0.5217,0.7627,0.46,1,0.8586,0.2308,0.4528,0.5116,0.4111,0.1631,0.8586,0.3745
T00999,2023-01-11,14:45:00,Tram,Route_13,Station_33,Station_32,14:49:00,15:30:00,0,1,Fog,-3.3,52,54,3.8,None,0,38,0,0,2,Autumn,0,0,2023-01-11T09:15:00Z,2023-01-11T09:19:00Z,2023-01-11T10:00:00Z,14,Wednesday,0,1,2,Afternoon,1,1,0,0,41,0,4,3,0,4,0.3505,-1.782,0,13.319,10.27,76.67,11.93,69.64,-1.3861,-1.326,-1.6047,-0.6252,1.4307,-1.0483,-0.6329,-0.4189,-1.8807,-0.3228,0.3524,-0.4749,-1.3288,-0.5248,-0.5223,0.0952,0.125,0.0425,0.3188,0.9153,0.19,0,0.3838,0.0962,0.434,0.5814,0.348,0.0459,0,0.1422
T01000,2023-01-11,15:00:00,Train,Route_19,Station_33,Station_41,15:00:00,15:51:00,4,7,Fog,27.4,78,37,11.7,None,0,22,0,0,2,Autumn,1,0,2023-01-11T09:30:00Z,2023-01-11T09:30:00Z,2023-01-11T10:21:00Z,15,Wednesday,0,1,2,Afternoon,11,3,0,0,51,0,3,3,0,4,0.422,10.138,0,9.284,10.27,76.67,13.36,76.84,-0.7479,-0.6801,1.0696,0.6534,0.446,0.3181,-0.6329,-0.9664,-0.9854,-0.145,1.2341,-0.127,1.2458,-0.5248,-0.7517,0.2857,0.3125,0.81,0.6957,0.6271,0.585,0,0.2222,0.2885,0.4717,0.814,0.4205,0.5583,0,0.0991
T01001,2023-01-11,15:15:00,Tram,Route_5,Station_19,Station_48,15:17:00,15:58:00,7,-3,Clear,17.1,90,13,9.7,Concert,5000,10,0,0,2,Autumn,0,0,2023-01-11T09:45:00Z,2023-01-11T09:47:00Z,2023-01-11T10:28:00Z,15,Wednesday,0,1,2,Afternoon,4,-10,0,1,41,0,4,1,1,4,0.26,2.223,50,2.6,7.83,75.61,13.87,75.51,-0.2693,-1.7566,0.1724,1.2435,-0.9442,-0.0278,1.9237,-1.377,-1.6121,-1.3012,0.3524,-0.9152,-0.4638,-0.1064,-1.1317,0.4286,0,0.5525,0.8696,0.2203,0.485,1,0.101,0.1538,0.2264,0.5814,0.2563,0.2181,0.101,0.0278
T01002,2023-01-11,15:30:00,Bus,Route_12,Station_3,Station_43,15:31:00,16:24:00,3,-3,Fog,7.7,78,1,10.4,None,5000,91,0,1,2,Summer,0,0,2023-01-11T10:00:00Z,2023-01-11T10:01:00Z,2023-01-11T10:54:00Z,15,Wednesday,0,1,2,Afternoon,0,-6,0,1,53,0,1,3,0,3,0.213,0.077,455,19.383,8.2,70.73,14.29,80,-0.9074,-1.7566,-0.6465,0.6534,-1.6393,0.0933,1.9237,1.3945,-1.9702,-0.9454,1.4105,-1.1439,-0.9273,3.283,-0.1775,0.2381,0,0.3175,0.6957,0.0169,0.52,1,0.9192,0.0769,0.3019,0.8605,0.2087,0.1258,0.9192,0.2069
T01003,2023-01-11,15:45:00,Bus,Route_1,Station_10,Station_39,15:48:00,16:41:00,13,1,Rain,0.1,90,8,2.7,Concert,0,94,1,0,2,Winter,0,0,2023-01-11T10:15:00Z,2023-01-11T10:18:00Z,2023-01-11T11:11:00Z,15,Wednesday,0,1,2,Afternoon,14,-12,0,0,53,0,1,4,1,1,0.0947,0.008,0,8.9018,7.53,77.5,13.43,73.56,0.6879,-1.326,-1.3085,1.2435,-1.2338,-1.2386,-0.6329,1.4972,-0.7168,-1.479,1.4105,-1.7194,-0.9422,-0.5248,-0.7734,0.7143,0.125,0.1275,0.8696,0.1356,0.135,0,0.9495,0.3462,0.1887,0.8605,0.0888,0.1229,0,0.095
T01004,2023-01-11,16:00:00,Bus,Route_5,Station_40,Station_31,16:02:00,16:51:00,-1,18,Snow,14.4,61,43,10.3,None,5000,71,0,0,2,Summer,1,0,2023-01-11T10:30:00Z,2023-01-11T10:32:00Z,2023-01-11T11:21:00Z,16,Wednesday,0,1,2,Afternoon,17,19,1,0,49,1,1,5,0,3,0.7245,6.192,355,51.4395,9.98,73.47,13.87,75.51,-1.5456,0.504,-0.0628,-0.1826,0.7935,0.076,1.9237,0.7102,-0.4482,1.278,1.0578,1.3448,0.3935,2.4461,1.645,0.0476,0.6562,0.485,0.4493,0.7288,0.515,1,0.7172,0.4038,0.7736,0.7674,0.7271,0.3887,0.7172,0.5492
T01005,2023-01-11,16:15:00,Bus,Route_8,Station_47,Station_42,16:18:00,16:41:00,14,22,Clear,16,92,4,1,None,0,47,0,0,2,Autumn,1,0,2023-01-11T10:45:00Z,2023-01-11T10:48:00Z,2023-01-11T11:11:00Z,16,Wednesday,0,1,2,Afternoon,36,8,0,0,23,1,1,1,0,4,0.0403,0.64,0,1.8941,8.43,70.59,13.31,74.31,0.8475,0.9346,0.0765,1.3418,-1.4655,-1.5326,-0.6329,-0.111,1.2529,0.2997,-1.2347,-1.9841,-0.8057,-0.5248,-1.1719,0.7619,0.7812,0.525,0.8986,0.0678,0.05,0,0.4747,0.7692,0.566,0.1628,0.0336,0.15,0,0.0202
T01006,2023-01-11,16:30:00,Metro,Route_13,Station_42,Station_10,16:33:00,17:22:00,10,2,Cloudy,23.1,36,33,17.6,None,0,91,0,0,2,Summer,0,0,2023-01-11T11:00:00Z,2023-01-11T11:03:00Z,2023-01-11T11:52:00Z,16,Wednesday,0,1,2,Afternoon,12,-8,0,0,49,0,2,2,0,3,0.5196,7.623,0,47.2836,9.83,75,11.93,69.64,0.2093,-1.2183,0.695,-1.4121,0.2143,1.3387,-0.6329,1.3945,-0.8958,-1.1233,1.0578,0.3479,0.7026,-0.5248,1.4087,0.5714,0.1562,0.7025,0.087,0.5593,0.88,0,0.9192,0.3077,0.2642,0.7674,0.5194,0.4502,0,0.5048
T01007,2023-01-11,16:45:00,Bus,Route_8,Station_1,Station_30,16:46:00,17:35:00,-2,28,Fog,33.8,51,18,6.9,None,5000,15,1,0,2,Autumn,1,0,2023-01-11T11:15:00Z,2023-01-11T11:16:00Z,2023-01-11T12:05:00Z,16,Wednesday,0,1,2,Afternoon,26,30,1,0,49,1,1,3,0,4,0.2295,6.084,75,3.4425,7.47,67.5,13.31,74.31,-1.7051,1.5805,1.6271,-0.6744,-0.6546,-0.5121,1.9237,-1.2059,0.3576,2.2564,1.0578,-1.0636,0.3702,0.1029,-1.0838,0,0.9688,0.97,0.3043,0.3051,0.345,1,0.1515,0.5769,0.9811,0.7674,0.2254,0.384,0.1515,0.0368
T01008,2023-01-11,17:00:00,Metro,Route_11,Station_29,Station_18,17:04:00,17:31:00,3,7,Storm,12.4,35,6,17.1,None,2000,45,0,0,2,Winter,1,0,2023-01-11T11:30:00Z,2023-01-11T11:34:00Z,2023-01-11T12:01:00Z,17,Wednesday,0,1,2,Afternoon,10,4,0,0,27,0,2,6,0,1,0.6723,0.744,90,30.2535,7.21,72.34,13.34,72.73,-0.9074,-0.6801,-0.2371,-1.4612,-1.3497,1.2522,0.3897,-0.1794,-1.0749,-0.056,-0.882,1.0908,-0.7832,0.2284,0.4405,0.2381,0.3125,0.435,0.0725,0.1017,0.855,0.4,0.4545,0.2692,0.4906,0.2558,0.6742,0.1545,0.1818,0.323
T01009,2023-01-11,17:15:00,Metro,Route_1,Station_50,Station_24,17:15:00,17:45:00,2,6,Clear,11.2,90,38,14,Parade,0,46,0,0,2,Summer,1,0,2023-01-11T11:45:00Z,2023-01-11T11:45:00Z,2023-01-11T12:15:00Z,17,Wednesday,0,1,2,Afternoon,8,4,0,0,30,0,2,1,3,3,0.4731,4.256,0,21.7626,8.9,74.36,13.43,73.56,-1.067,-0.7878,-0.3416,1.2435,0.5039,0.716,-0.6329,-0.1452,-1.254,-0.056,-0.6175,0.1216,-0.0247,-0.5248,-0.0422,0.1905,0.2812,0.405,0.8696,0.6441,0.7,0,0.4646,0.2308,0.4906,0.3256,0.4723,0.3055,0,0.2323
T01010,2023-01-11,17:30:00,Bus,Route_13,Station_34,Station_9,17:34:00,18:13:00,10,27,Cloudy,9.8,43,41,15.3,None,0,94,0,0,2,Winter,1,0,2023-01-11T12:00:00Z,2023-01-11T12:04:00Z,2023-01-11T12:43:00Z,17,Wednesday,0,1,2,Afternoon,37,17,0,0,39,1,1,2,0,1,0.5143,4.018,0,48.3442,9.57,71.43,11.93,69.64,0.2093,1.4728,-0.4636,-1.0678,0.6777,0.9408,-0.6329,1.4972,1.3424,1.1002,0.176,0.3221,-0.0761,-0.5248,1.469,0.5714,0.9375,0.37,0.1884,0.6949,0.765,0,0.9495,0.7885,0.7358,0.5349,0.514,0.2952,0,0.5161
T01011,2023-01-11,17:45:00,Bus,Route_19,Station_13,Station_31,17:47:00,18:12:00,15,8,Snow,28.1,45,16,6.3,Festival,0,47,0,0,2,Winter,1,0,2023-01-11T12:15:00Z,2023-01-11T12:17:00Z,2023-01-11T12:42:00Z,17,Wednesday,0,1,2,Afternoon,23,-7,0,0,25,0,1,5,2,1,0.5073,4.496,0,23.8431,8.39,77.55,13.36,76.84,1.007,-0.5725,1.1306,-0.9695,-0.7704,-0.6159,-0.6329,-0.111,0.089,-1.0344,-1.0584,0.288,0.0272,-0.5248,0.076,0.8095,0.3438,0.8275,0.2174,0.2712,0.315,0,0.4747,0.5192,0.283,0.2093,0.5069,0.3158,0,0.2545
